840040059999,8416
061111004,8400
560030002,8398
410510080,8396
000050113,8391
080310002,8381
060592022,8380
000100119,8380
040137020,8379
000101501,8378
060650016,8377
000060104,8376
490494001,8375
000101301,8375
410670005,8375
061110007,8374
560350700,8372
201730018,8370
000050604,8368
CC0050134,8367
080830101,8365
000065801,8363
060890009,8363
040170119,8363
000100125,8362
560190004,8362
060655001,8356
560351002,8355
000052201,8354
040134005,8354
040134008,8354
000060709,8354
060590007,8353
240190004,8353
080690011,8352
201770013,8352
CC0050128,8352
840061079998,8350
040131003,8350
420030008,8349
120571065,8348
060714003,8348
120310100,8347
420030067,8347
000055001,8345
CC0050103,8345
060371103,8345
060675003,8344
490530130,8344
060376012,8344
120571035,8344
120310106,8344
320190006,8343
040131010,8343
040133003,8343
040134004,8342
000101005,8340
560350101,8340
040131004,8340
000063301,8340
201030003,8340
120310077,8337
040134011,8337
081230009,8337
000052001,8336
000100110,8335
040134003,8334
490495010,8333
040139702,8333
560390008,8333
061110009,8333
060371302,8333
391351001,8332
300630024,8331
060370016,8331
040139704,8331
000062001,8330
CC0050135,8330
560210100,8330
450370001,8329
080590011,8329
040139508,8328
040130019,8326
000100134,8326
060371701,8325
120570081,8325
000080211,8325
000100132,8325
000100140,8324
000061402,8324
490210005,8323
080450012,8323
450450016,8322
060371201,8322
490353010,8322
000101003,8321
271377550,8320
000065001,8320
000065301,8316
060595001,8316
000060304,8316
201330003,8315
000061201,8314
000050308,8314
060270101,8314
000063701,8313
040137024,8312
040218001,8312
000060512,8311
040258034,8310
CC0050126,8310
490071003,8310
295100085,8310
060712002,8308
060658005,8308
000101202,8307
000081001,8307
000061009,8305
060530008,8305
040190021,8304
CC0050129,8304
560391011,8303
060711004,8302
040191018,8301
360010012,8301
080410016,8300
000100128,8300
840060374010,8299
060371602,8299
320030044,8298
000053801,8298
040134010,8296
000065201,8295
120573002,8295
000101401,8294
330050007,8294
000061302,8294
220770001,8293
040191030,8293
040132001,8289
484392003,8287
040132005,8286
040038001,8286
060719004,8286
000100135,8286
450190046,8285
080691004,8285
240053001,8285
080350004,8284
080830006,8283
560090010,8282
160230101,8281
121035002,8278
080770020,8277
110010043,8277
291370001,8277
390610040,8276
080050006,8275
300298001,8275
000062501,8274
320310025,8274
450790007,8272
330150018,8272
560450003,8271
040213001,8271
000060904,8270
080410013,8268
300270006,8265
230052003,8264
040191020,8264
320030043,8264
840080470003,8262
320311005,8262
490450004,8262
211110067,8262
CC0050109,8261
360671015,8261
320310020,8260
080590006,8259
220330003,8259
530670013,8258
000101101,8258
380150003,8254
482010029,8251
320312009,8250
000050204,8248
320030071,8247
480611023,8247
482011039,8247
330115001,8245
490050007,8244
080050002,8244
420031008,8243
000053701,8243
040139997,8242
840080590014,8241
840060374009,8240
361192004,8239
480290032,8238
000050119,8238
120990021,8237
060710005,8237
000065401,8237
380171004,8237
482011017,8236
800020014,8235
000105001,8235
511630003,8235
481830001,8235
484530020,8234
481130069,8234
240230002,8233
360050133,8232
040051008,8232
000101603,8232
060870007,8231
471550101,8226
201730010,8226
220170001,8226
201910002,8225
000060610,8225
220330009,8225
482011050,8225
220330013,8223
380570004,8221
320030024,8221
320312002,8220
000054901,8220
484393009,8217
482510003,8217
560330004,8217
000061502,8217
560250100,8215
490471004,8214
320030299,8214
040213007,8214
121290001,8214
170314201,8214
060658001,8213
300490004,8210
000060204,8210
040213003,8207
060890007,8207
360050110,8207
220550007,8206
330090010,8206
300710010,8201
361030002,8201
481410057,8201
271370034,8200
121030004,8199
060611004,8198
490353013,8197
000051501,8197
121030018,8196
250170009,8194
483390078,8194
490110004,8194
250270024,8193
484391002,8193
040191034,8192
481410044,8192
460290002,8191
230090103,8191
220990001,8189
220190002,8188
840380250004,8188
560350099,8185
482011034,8184
482010047,8184
250051004,8183
080130014,8183
250230005,8183
350450020,8182
060650010,8182
040128000,8181
480850005,8180
350130021,8178
000061104,8178
130890002,8176
350610008,8175
483550025,8175
350130020,8174
401431127,8174
560370300,8173
220470009,8173
060531003,8173
250095005,8173
000064401,8172
350011012,8172
310550019,8172
320030540,8171
481391044,8171
120094001,8170
840250030008,8168
040191032,8165
040191011,8165
360410005,8163
360870005,8162
380130004,8160
040191028,8160
350130008,8160
530330080,8160
840482010417,8159
482210001,8159
120690002,8158
350130023,8157
480290052,8156
482010062,8155
000100127,8155
320311007,8154
220190009,8154
000050311,8153
120330004,8153
483091037,8151
840250212005,8150
490370101,8150
482450101,8149
481211032,8145
000102001,8142
840081230013,8142
000055501,8142
350431001,8138
220930002,8136
060659001,8136
040278011,8134
240330030,8133
060370113,8132
483970001,8132
221210001,8131
560350100,8131
360910004,8130
510330001,8130
120230002,8129
350250008,8127
360610135,8126
560130099,8126
360551007,8123
400019009,8119
220150008,8118
350490021,8118
421010004,8116
250112005,8116
350450018,8115
380650002,8115
080310026,8114
840250170010,8113
482010416,8113
484530014,8112
320030298,8111
250051006,8109
160010010,8108
482010026,8108
360810124,8106
060370002,8106
350010023,8106
482311006,8105
481130075,8104
560050123,8101
320010002,8099
511130003,8099
300750001,8094
360790005,8091
421010024,8090
483550026,8088
840060199999,8086
250130008,8082
250250042,8081
230050029,8081
220870004,8076
TT5420500,8073
481210034,8071
060610004,8070
220470012,8069
480271045,8069
060650012,8067
350130022,8064
124000100703,8063
440030002,8063
040058001,8061
350151005,8059
060372005,8059
060530002,8057
200910010,8056
510870014,8056
120090007,8055
460330132,8051
350450009,8050
840320310031,8049
350451005,8048
060719002,8048
482010051,8047
120972002,8047
220730004,8047
000104003,8046
480290059,8044
120350004,8043
490471002,8040
060254003,8039
040133002,8037
840460990009,8037
110010041,8035
250092006,8034
000080110,8033
121151005,8032
121171002,8032
482570005,8031
484230007,8030
000100401,8029
460930001,8027
060798006,8023
230031100,8022
490530007,8021
550030010,8021
060833001,8019
000102102,8018
484690003,8018
121275002,8014
060750005,8013
060270002,8013
060710012,8013
000103502,8012
000064101,8012
061113001,8010
840550790068,8007
121056005,8007
000052401,8006
490571003,8006
040137021,8005
482010066,8004
000052301,8002
120730012,7999
250270015,7998
530570011,7997
480391016,7997
060251003,7996
060970004,7996
060254004,7994
840080970007,7993
440071010,7989
060950005,7988
120112003,7987
550270001,7986
060296001,7986
371190041,7986
000104804,7986
201950001,7986
481410055,7984
381010003,7981
060690003,7981
060794002,7978
080013001,7977
060830011,7977
120118002,7976
482010046,7975
270031002,7972
051010002,7971
060811001,7969
220630002,7969
420279991,7969
051430005,7965
530090013,7965
120110034,7962
482450102,7962
350390026,7958
120550003,7957
470090101,7957
060410001,7956
480271047,7956
421010048,7955
060290014,7953
120110033,7953
471570075,7950
081030006,7949
840060290019,7944
060132007,7944
060793001,7943
000100304,7941
221030002,7940
060010011,7938
060610006,7938
370319991,7937
540939991,7935
121130015,7933
360450002,7933
483611001,7931
050199991,7931
060798005,7930
483670081,7929
210610501,7929
060130002,7926
181699991,7925
180839991,7925
560019991,7924
481410058,7924
500210002,7923
121110013,7921
060710306,7920
361099991,7918
421119991,7917
060890004,7917
350010029,7917
060050002,7915
000100308,7914
483739991,7913
060990006,7912
390350060,7912
060950004,7910
380070002,7909
120860027,7909
061112002,7909
120712002,7909
330150014,7906
551199991,7904
361010003,7902
121010005,7901
840510719992,7900
060379033,7899
371830014,7898
420479991,7897
090050005,7897
360130006,7895
340190001,7895
120830003,7894
060311004,7892
060932001,7890
060850002,7890
470259991,7889
121152002,7889
390179991,7888
060832004,7887
060670010,7887
212299991,7886
000053201,7886
124000060445,7884
060851001,7883
050350005,7881
420019991,7879
060990005,7878
220050004,7875
120050006,7866
060010009,7864
371139991,7864
000030502,7863
300830002,7863
460710001,7863
250154002,7860
120830004,7859
261659991,7859
061130004,7857
840120990022,7857
360631006,7857
060773005,7854
060194001,7854
060670006,7853
