840320037771,45.3,390.1
061070006,44.9,331.6
840080590014,42.8,226.4
840080470003,42.6,228.6
060719002,42.3,271.2
320312002,42.3,245.8
061070009,42.3,251.4
080519991,42.2,245.2
060170012,42.2,363.4
560019991,42.0,235.9
320037771,41.9,350.2
060710012,41.8,263.2
060650012,41.6,260.9
060710005,41.3,262.7
840080970007,41.1,242.7
840060199999,40.8,251.1
080410016,40.5,232.3
371990004,40.5,250.1
840061079998,40.3,256.0
350390026,40.3,246.5
560130099,40.2,230.2
390850007,40.2,259.7
390071001,40.1,257.8
060655001,40.0,260.7
320037772,40.0,335.6
370110002,39.9,243.6
060270002,39.9,262.8
060430003,39.7,248.2
060731006,39.7,274.7
060611004,39.6,245.4
840060290019,39.4,274.4
060271023,39.3,206.4
560359991,39.3,224.5
060711234,39.3,267.3
840080290007,39.3,249.6
060714001,39.2,269.7
060650010,39.2,270.7
390850003,39.1,256.0
060295002,39.1,255.8
490471004,39.0,237.8
113490037001,39.0,203.4
320330101,38.9,236.0
490477022,38.9,250.2
370870035,38.8,209.5
550290004,38.7,267.6
080350004,38.7,231.2
060893003,38.7,227.2
840490037001,38.6,167.3
081030006,38.6,235.4
361030004,38.5,247.6
160230101,38.5,224.7
560391011,38.4,202.7
560390008,38.4,215.8
370119991,38.4,185.2
090110124,38.4,271.7
560350101,38.4,220.2
320310025,38.3,251.3
060831014,38.2,279.7
080770020,38.2,239.8
080830101,38.1,244.5
490050007,38.0,223.4
390950035,38.0,249.8
132130003,38.0,261.0
490471002,38.0,243.1
340250005,38.0,261.3
840391530026,37.9,275.3
490071003,37.9,238.3
360310003,37.9,219.0
420630004,37.9,231.0
420210011,37.8,234.8
420490003,37.8,240.5
840TT5980500,37.8,276.7
840390990015,37.7,317.3
280450003,37.7,306.3
360130006,37.7,196.3
350011012,37.7,256.7
060430006,37.7,305.9
080450012,37.7,238.6
060379033,37.7,272.5
370870008,37.6,245.3
325100020,37.6,281.1
490210005,37.5,252.4
080130014,37.5,229.0
080050006,37.5,231.9
080077004,37.5,264.3
261210039,37.5,249.6
390550004,37.5,249.4
420334000,37.5,240.6
471550102,37.5,231.7
490450004,37.5,231.1
471550101,37.4,204.3
061111004,37.4,259.6
560350100,37.4,226.3
060659001,37.3,253.5
